feature1,feature2,feature3,feature4,feature5,feature6,feature7,class_label
0.662606287475431,0.5056377248525861,1.0,0.5,0.5712754497051722,0.5652125749508621,0.30787425049137973,omL
0.6665315629361604,0.5291893776169624,1.0,0.5,0.6183787552339247,0.5730631258723208,0.22936874127679227,omL
0.6628322558960746,0.5069935353764475,1.0,0.5,0.573987070752895,0.5656645117921492,0.30335488207850836,omL
0.6665444574709718,0.48607332551741694,1.0,0.5,0.5373822170116114,0.5639266744825832,0.35214665103483384,omL
0.6707839618122143,0.49,1.0,0.5,0.5831358472488573,0.5546080190938929,0.31686415275114277,omL
0.6641139412471162,0.514683647482697,1.0,0.5,0.5893672949653941,0.5682278824942324,0.27772117505767663,omL
0.6603674861109683,0.4922049166658094,1.0,0.5,0.5444098333316189,0.5607349722219365,0.3526502777806354,omL
0.6882200552323875,0.4730679668605675,1.0,0.5,0.528711977907045,0.5769320331394325,0.32613593372113503,omL
0.7239013640937266,0.536473719340892,1.0,0.5,0.4412433464006043,0.5483815701647771,0.1566774778835971,omL
0.6603863989990804,0.492318393994482,1.0,0.5,0.5446367879889641,0.5607727979981607,0.35227202001839325,omL
0.6687532169065271,0.5425193014391623,1.0,0.5,0.6450386028783244,0.577506433813054,0.18493566186945942,omL
0.6799480255085897,0.49,1.0,0.5,0.6197921020343586,0.5500259872457052,0.2802078979656414,omL
0.6636081856093329,0.49,1.0,0.5,0.5544327424373314,0.5581959071953336,0.3455672575626686,omL
0.6884982829178331,0.47290103024930014,1.0,0.5,0.5286006868328668,0.5770989697506999,0.3258020604986003,omL
0.6621600293828425,0.5029601762970545,1.0,0.5,0.5659203525941089,0.5643200587656848,0.3167994123431518,omL
0.6693493425867508,0.5460960555205048,1.0,0.5,0.6521921110410094,0.5786986851735015,0.17301314826498437,omL
0.704373784036157,0.5222718429353869,1.0,0.5,0.4714223337623028,0.5519320392661533,0.21881068715768226,omL
0.700017486416743,0.4659895081499542,1.0,0.5,0.5239930054333028,0.5840104918500457,0.31197901629990843,omL
0.661189059203242,0.497134355219452,1.0,0.5,0.5542687104389039,0.562378118406484,0.3362188159351601,omL
0.6648269463682396,0.5189616782094374,1.0,0.5,0.5979233564188748,0.5696538927364792,0.2634610726352087,omL
0.7577620348112399,0.5610996616809018,1.0,0.5,0.38891321892808367,0.5422250845797746,0.048938980146054634,omL
0.6689889856125533,0.5439339136753194,1.0,0.5,0.6478678273506387,0.5779779712251064,0.18022028774893542,omL
0.7060332476064106,0.523478725531935,1.0,0.5,0.4688577082446381,0.5516303186170163,0.2135305757977843,omL
0.6936674401257629,0.46979953592454227,1.0,0.5,0.5265330239496949,0.5802004640754578,0.31959907184908454,omL
0.6987732261950468,0.466736064282972,1.0,0.5,0.5244907095219813,0.5832639357170281,0.31347212856594386,omL
0.7113938251082709,0.5273773273514697,1.0,0.5,0.4605731793781269,0.5506556681621326,0.19647419283732012,omL
0.6655272115571503,0.49,1.0,0.5,0.5621088462286012,0.5572363942214249,0.33789115377139883,omL
0.6640143246526738,0.5140859479160426,1.0,0.5,0.5881718958320852,0.5680286493053476,0.27971350694652475,omL
0.6649349776758553,0.5196098660551317,1.0,0.5,0.5992197321102635,0.5698699553517106,0.2613004464828942,omL
0.6834070330174428,0.5070232967399584,1.0,0.5,0.5038254944275884,0.5557441758150105,0.285523076762682,omL
0.6609055497561265,0.4954332985367585,1.0,0.5,0.550866597073517,0.5618110995122528,0.34188900487747165,omL
0.7022690748903725,0.4646385550657765,1.0,0.5,0.523092370043851,0.5853614449342235,0.3092771101315529,omL
0.7628630847850508,0.5648095162073096,1.0,0.5,0.38102977805946703,0.5412976209481726,0.03270836659302029,omL
0.6969514532613974,0.5168737841901071,1.0,0.5,0.48289320859602236,0.5532815539524732,0.24242719416828126,omL
0.6658913298442088,0.49,1.0,0.5,0.5635653193768354,0.5570543350778956,0.33643468062316456,omL
0.6919332408453174,0.47084005549280955,1.0,0.5,0.5272267036618731,0.5791599445071904,0.32168011098561905,omL
0.664936548353919,0.5196192901235138,1.0,0.5,0.5992385802470277,0.5698730967078379,0.26126903292162057,omL
0.6677540414615483,0.5365242487692893,1.0,0.5,0.6330484975385786,0.5755080829230964,0.2049191707690357,omL
0.7060779129845771,0.5235112094433287,1.0,0.5,0.4687886799329264,0.5516221976391679,0.21338845868543668,omL
0.669135241188166,0.544811447128996,1.0,0.5,0.6496228942579918,0.5782704823763319,0.17729517623668034,omL
0.6896050615050238,0.47223696309698576,1.0,0.5,0.5281579753979905,0.5777630369030142,0.3244739261939714,omL
0.6853368001814903,0.5084267637683566,1.0,0.5,0.5008431269922423,0.555393309057911,0.27938290851343994,omL
0.7173407262553516,0.5317023463675284,1.0,0.5,0.4513825139690021,0.549574413408118,0.17755223464206304,omL
0.6922801002184121,0.5134764365224815,1.0,0.5,0.4901125723897268,0.5541308908693796,0.25729059021414324,omL
0.6695967364068317,0.5475804184409903,1.0,0.5,0.6551608368819806,0.5791934728136634,0.16806527186336576,omL
0.6726170836353496,0.48242974981879033,1.0,0.5,0.5349531665458602,0.5675702501812098,0.3448594996375806,omL
0.6684351378280219,0.5406108269681311,1.0,0.5,0.6412216539362623,0.5768702756560437,0.1912972434395629,omL
0.7311935036229418,0.5417770935439575,1.0,0.5,0.4299736762190901,0.5470557266140106,0.13347521574518548,omL
0.6743587878085842,0.49,1.0,0.5,0.5974351512343363,0.552820606095708,0.30256484876566375,omL
0.6653999479516353,0.5223996877098115,1.0,0.5,0.6047993754196229,0.5707998959032705,0.2520010409672952,omL
0.6684281245530087,0.49612954512946084,1.0,0.5,0.5269747165998957,0.5584676137176349,0.3331832400586087,omL
0.6773893736629742,0.47956637580221545,1.0,0.5,0.5330442505348103,0.5704336241977845,0.33913275160443085,omL
0.6693920384261447,0.5463522305568679,1.0,0.5,0.6527044611137358,0.5787840768522893,0.17215923147710707,omL
0.6608750952635566,0.49,1.0,0.5,0.5435003810542263,0.5595624523682218,0.35649961894577376,omL
0.6704191612157189,0.49,1.0,0.5,0.5816766448628752,0.5547904193921407,0.31832335513712484,omL
0.6843468063570934,0.5077067682597043,1.0,0.5,0.5023731174481284,0.555573307935074,0.2825328888637937,omL
0.6755916096212926,0.49,1.0,0.5,0.6023664384851704,0.5522041951893537,0.2976335615148296,omL
0.6659232099990516,0.49430778909021933,1.0,0.5,0.530845948183284,0.5589230527274452,0.3411534227302904,omL
0.6667397602528907,0.49,1.0,0.5,0.5669590410115628,0.5566301198735547,0.3330409589884372,omL
0.7449054230404704,0.5517493985748875,1.0,0.5,0.40878252802836407,0.5445626503562782,0.08984638123486716,omL
0.6898653545350676,0.47208078727895947,1.0,0.5,0.5280538581859731,0.5779192127210405,0.32416157455791894,omL
0.6654618945453199,0.48672286327280806,1.0,0.5,0.537815242181872,0.5632771367271919,0.3534457265456161,omL
0.677167762685867,0.4796993423884798,1.0,0.5,0.5331328949256532,0.5703006576115203,0.33939868477695956,omL
0.7307653143982631,0.5414656831987368,1.0,0.5,0.4306354232026844,0.5471335792003158,0.13483763600552662,omL
0.7056006237016467,0.46263962577901196,1.0,0.5,0.5217597505193413,0.587360374220988,0.30527925155802393,omL
0.7395778368071977,0.5478747904052347,1.0,0.5,0.41701607038887634,0.5455313023986914,0.10679779197709827,omL
0.6639107678682235,0.5134646072093405,1.0,0.5,0.5869292144186811,0.5678215357364469,0.2817846426355316,omL
0.6689579892624823,0.5437479355748933,1.0,0.5,0.6474958711497867,0.5779159785249645,0.18084021475035564,omL
0.6619808306758157,0.5018849840548943,1.0,0.5,0.5637699681097886,0.5639616613516315,0.3203833864836857,omL
0.7230614491344284,0.5358628720977661,1.0,0.5,0.442541396792247,0.5485342819755585,0.15934993457227328,omL
0.6612317727622915,0.49,1.0,0.5,0.5449270910491661,0.5593841136188543,0.35507290895083393,omL
0.7017947688600833,0.46492313868395,1.0,0.5,0.5232820924559667,0.58507686131605,0.3098462773679,omL
0.6797991194913743,0.4781205283051755,1.0,0.5,0.5320803522034503,0.5718794716948246,0.3362410566103509,omL
0.6759172448194697,0.49,1.0,0.5,0.6036689792778785,0.5520413775902653,0.29633102072212153,omL
0.7482430222397919,0.5541767434471213,1.0,0.5,0.40362442017486716,0.5439558141382197,0.07922674741884411,omL
0.6759635509446694,0.49,1.0,0.5,0.6038542037786777,0.5520182245276654,0.29614579622132237,omL
0.6617223209819398,0.49,1.0,0.5,0.5468892839277593,0.5591388395090301,0.3531107160722407,omL
0.6858405780148191,0.5087931476471412,1.0,0.5,0.500064561249825,0.5553017130882147,0.2777799790437573,omL
0.6639724757421436,0.5138348544528611,1.0,0.5,0.5876697089057223,0.567944951484287,0.28055048515712955,omL
0.6693666493112709,0.49,1.0,0.5,0.5774665972450832,0.5553166753443647,0.32253340275491676,omL
0.6661826460988745,0.5270958765932465,1.0,0.5,0.614191753186493,0.5723652921977488,0.2363470780225117,omL
0.6657127416104427,0.5242764496626563,1.0,0.5,0.6085528993253125,0.5714254832208854,0.2457451677911458,omL
0.7502174289478996,0.5556126755984724,1.0,0.5,0.40057306435324613,0.5435968311003819,0.07294454425668329,omL
0.6656686827168086,0.4865987903699149,1.0,0.5,0.5377325269132767,0.5634012096300851,0.35319758073982976,omL
0.664783099329365,0.487130140402381,1.0,0.5,0.5380867602682541,0.562869859597619,0.3542602808047621,omL
0.6623981181977852,0.5043887091867109,1.0,0.5,0.5687774183734218,0.5647962363955703,0.312037636044297,omL
0.6638788971436382,0.49,1.0,0.5,0.555515588574553,0.5580605514281809,0.344484411425447,omL
0.6680326062332048,0.49584189544233076,1.0,0.5,0.5275859721850472,0.5585395261394174,0.33444170743980295,omL
0.6667216800776955,0.530330080466173,1.0,0.5,0.6206601609323461,0.573443360155391,0.22556639844608997,omL
0.69943148318688,0.466341110087872,1.0,0.5,0.524227406725248,0.583658889912128,0.312682220175744,omL
0.6605046440113898,0.49,1.0,0.5,0.5420185760455589,0.5597476779943051,0.3579814239544411,omL
0.7247630064398042,0.5371003683198575,1.0,0.5,0.43991171732030276,0.5482249079200356,0.15393588860062327,omL
0.6711668184887654,0.4832999089067408,1.0,0.5,0.5355332726044939,0.5667000910932593,0.34659981781348154,omL
0.6606205332485857,0.49372319949151383,1.0,0.5,0.5474463989830277,0.5612410664971713,0.3475893350282872,omL
0.6732369214116996,0.4820578471529803,1.0,0.5,0.5347052314353202,0.5679421528470198,0.34411569430596056,omL
0.6696603472132379,0.49,1.0,0.5,0.5786413888529515,0.5551698263933811,0.32135861114704856,omL
0.6661122072718454,0.4944452416522511,1.0,0.5,0.5305538614889663,0.5588886895869373,0.34055206777140123,omL
0.667471933427707,0.5348316005662422,1.0,0.5,0.6296632011324843,0.574943866855414,0.21056133144585945,omL
0.6686869618204068,0.49,1.0,0.5,0.5747478472816271,0.5556565190897966,0.32525215271837293,omL
0.6736390318849,0.48181658086906,1.0,0.5,0.53454438724604,0.5681834191309401,0.34363316173812,omL
0.6661853249810075,0.49,1.0,0.5,0.5647412999240299,0.5569073375094963,0.33525870007597014,omL
0.6610694329277591,0.49641659756655454,1.0,0.5,0.5528331951331091,0.5621388658555182,0.3386113414448182,omL
0.6612985100943348,0.49779106056600847,1.0,0.5,0.5555821211320169,0.5625970201886695,0.33402979811330513,omL
0.6662871140216742,0.49,1.0,0.5,0.5651484560866966,0.5568564429891629,0.33485154391330335,omL
0.7094836137101913,0.46030983177388524,1.0,0.5,0.5202065545159235,0.5896901682261148,0.3006196635477704,omL
0.6730250758544158,0.49,1.0,0.5,0.5921003034176631,0.5534874620727922,0.3078996965823369,omL
0.6628356566191754,0.49,1.0,0.5,0.5513426264767016,0.5585821716904124,0.34865737352329845,omL
0.6827198193560207,0.4763681083863876,1.0,0.5,0.5309120722575917,0.5736318916136124,0.3327362167727752,omL
0.6606702288856965,0.494021373314179,1.0,0.5,0.5480427466283581,0.5613404577713931,0.34659542228607,omL
0.6656372594316289,0.49409982504118466,1.0,0.5,0.5312878717874827,0.5589750437397039,0.34206326544481713,omL
0.6899075721839836,0.5117509615883516,1.0,0.5,0.4937792066247528,0.5545622596029122,0.2648395430509615,omL
0.7062932942247239,0.46222402346516567,1.0,0.5,0.5214826823101105,0.5877759765348343,0.30444804693033134,omL
0.6795069210474676,0.4782958473715194,1.0,0.5,0.532197231581013,0.5717041526284806,0.33659169474303885,omL
0.6615611268953022,0.4993667613718133,1.0,0.5,0.5587335227436266,0.5631222537906044,0.32877746209395564,omL
0.6813734429561292,0.7942338286645922,0.48,0.5,0.8342565286238331,0.5170715144138143,0.3357661713354078,om
0.5821989351109877,0.6646315064616239,0.48,0.5,0.77,0.3651228311794587,0.4090173505643304,om
0.706047816368789,0.8174567683470956,0.48,0.5,0.8473194321952413,0.5490030564772563,0.31254323165290443,om
0.6617458133880301,0.8649923879782364,0.48,0.5,0.7330015224043527,0.4894946715847655,0.2650076120217636,om
0.6842461880936437,0.68,0.48,0.5,0.8038853240255391,0.38259021601702614,0.3596391359318955,om
0.6585828661036572,0.6516172907103437,0.48,0.5,0.6943314644146288,0.54,0.3471657322073144,om
0.6236025997032285,0.6683844017806287,0.48,0.5,0.5610097488871071,0.4014136484419499,0.33,om
0.6354391812462681,0.6410473687835874,0.48,0.5,0.652719590623134,0.4453546781007424,0.29359795311567016,om
0.673598240100109,0.7066520008342421,0.48,0.5,0.8015894406006543,0.46920527969967285,0.2828035197997819,om
0.6638240085804056,0.5560800286013519,0.48,0.5,0.6646080028601352,0.5146559842692565,0.3369120042902028,om
0.6146530327800437,0.7220818033197378,0.48,0.5,0.5274488729251638,0.3544284220952294,0.33,om
0.7396463458043705,0.8984674984856058,0.48,0.5,0.5703536541956293,0.5300392949106255,0.29015717964250193,om
0.6744248610110137,0.7135405084251139,0.48,0.5,0.806549166066082,0.466725416966959,0.2811502779779727,om
0.6217498373253694,0.6795009760477835,0.48,0.5,0.5540618899701353,0.39168664595818947,0.33,om
0.6627503147798143,0.745880823426563,0.48,0.5,0.7046261017293498,0.5144993704403715,0.27899874088074317,om
0.6226803726188885,0.6739177642866689,0.48,0.5,0.5575513973208319,0.39657195624916475,0.33,om
0.7659398691999804,0.7174936821333857,0.48,0.5,0.83,0.47967407453344446,0.2946867102666732,om
0.778485367285334,0.6633390401386743,0.48,0.5,0.8375731635733298,0.41969022529065764,0.27636830556800623,om
0.5345574451523062,0.7764058958023705,0.48,0.5,0.7132811791604741,0.39791685557206913,0.3744009826337284,om
0.6242980919336436,0.7957775329181396,0.48,0.5,0.7342224670818605,0.45585315776992263,0.27096108570573624,om
0.6997021684456385,0.8356717383493769,0.48,0.5,0.8398014456304257,0.5511449223291796,0.3029847849518692,om
0.669363717129861,0.8797030679939352,0.48,0.5,0.7299575811419907,0.4994909737038888,0.25055144515412053,om
0.5543153907512738,0.799276440390227,0.48,0.5,0.7457365430634553,0.39501298345368224,0.3564081688584993,om
0.5695402043396997,0.7945186861438439,0.48,0.5,0.7571551532547747,0.40167383939861856,0.3459411095164565,om
0.6941571839523312,0.6783143679046624,0.48,0.5,0.6845265188707625,0.40736740564618745,0.33736740564618745,om
0.6598664919768844,0.6643658368902008,0.48,0.5,0.7695327219190953,0.38959947593065314,0.2649666229942211,om
0.6345538891468999,0.6353533302372013,0.48,0.5,0.6727694457344995,0.3735688868248009,0.27089222170620025,om
0.6319929005283625,0.5059432042269004,0.48,0.5,0.772063895244737,0.42608519365964936,0.2760141989432749,om
0.6422577337922701,0.5738997220048301,0.48,0.5,0.7026682308454101,0.3349259646376802,0.26082099410628007,om
0.660497802373581,0.7818106245270036,0.48,0.5,0.720497802373581,0.44615421345029227,0.2531673992088063,om
0.6608891470648729,0.6529330235221525,0.48,0.5,0.6994226353037966,0.4038221705870254,0.29235565882594916,om
0.6512492315474274,0.7218738473211411,0.48,0.5,0.6946233862495977,0.44612369363062665,0.28212492315474275,om
0.638929896753046,0.7324170095769684,0.48,0.5,0.667859793506092,0.43009226769435344,0.2733025774352155,om
0.7233963181841918,0.7664151694234297,0.48,0.5,0.7349057438038107,0.520377466944954,0.16962253305504604,om
0.6578588735810366,0.7290024230134511,0.48,0.5,0.7558637196079386,0.4322870988648292,0.27442822528379274,om
0.688879359410487,0.7783190391157304,0.48,0.5,0.7736466547620228,0.5100949109978279,0.2858879359410487,om
0.6082463638349759,0.7563349494066773,0.976177171143403,0.5,0.772748787944992,0.5812955048408588,0.5094629795441975,om
0.5864596249541214,0.7684627344036742,0.911987562201789,0.5,0.7615372655963258,0.5544565155045686,0.49630434366971243,om
0.6083819809369322,0.7180900953153387,0.9128273982559045,0.5,0.751559641938749,0.5816180190630678,0.4881484724396574,om
0.7128481161927952,0.76,0.6087931971983099,0.5,0.8151392464771181,0.5749535845076272,0.3544894295839004,om
0.6279118209984916,0.7473128086370493,0.8680532098253122,0.5,0.7471630555466887,0.5494009876385576,0.47940098763855765,om
0.6159499111714188,0.6802504441429058,0.8341209238172441,0.5,0.7349101954228786,0.5740500888285811,0.4593903375486085,om
0.7314357750051049,0.7787765392864436,0.5118099785524673,0.5,0.7512234607135564,0.5430586517838911,0.17263402320079413,om
0.5988767718306796,0.7607020176058252,0.9926990168994173,0.5,0.7692979823941748,0.5870515260555339,0.5180343507036893,om
0.6792411055129131,0.6714364114855678,0.7576154419605013,0.5,0.8212736565083555,0.5620325509954425,0.37084027197569314,om
0.6468461241974154,0.813538427654189,0.6520002202477714,0.5,0.7499230896296791,0.5565384827161319,0.4196154481483956,om
0.6161070513129234,0.7876120879650117,0.8803476188182826,0.5,0.7607959706783295,0.5692909340262412,0.4578728020787237,om
0.6698236112360502,0.8397984128412002,0.4813103165321988,0.5,0.7400755951845499,0.5401259919742499,0.3703779759227497,om
0.5673602848556027,0.6947205697112055,0.5756837031228359,0.5,0.77,0.40232163791971587,0.46288049849730484,om
0.6183137450345543,0.7395316967260863,0.9439814857766574,0.5,0.7818500703164764,0.583536325281922,0.4855270681702507,om
0.6879119839458877,0.8038740682299773,0.48,0.5,0.7076100200676404,0.46865402809469653,0.29925795585119114,om
0.7051677352021768,0.8565548431985488,0.48,0.5,0.8061967596047165,0.5468903136029024,0.2734451568014512,om
0.7265169093708097,0.7952246359437856,0.48,0.5,0.800646136713512,0.5494522956994584,0.285323068356756,om
0.6301779387242096,0.7937188672357874,0.48,0.5,0.5839857753221018,0.38717082638526057,0.3030960817010539,om
0.6546151752150844,0.8466662129660163,0.48,0.5,0.6735889757886429,0.45640966310940584,0.2705130997132208,om
0.6169992879073093,0.7080042725561441,0.48,0.5,0.53624732965241,0.3667462615133739,0.33,om
0.6279368370049742,0.6423789779701553,0.48,0.5,0.6235999676981694,0.33,0.28814738032172704,om
0.6834893312354254,0.7197396871383542,0.48,0.5,0.6483328587960949,0.3602603128616458,0.3127083926504881,om
0.6295285008975999,0.6914144973072002,0.48,0.5,0.6466995062831995,0.4081140035903996,0.2811787477560002,om
0.72560708394057,0.7023970830832947,0.48,0.5,0.7276133344763671,0.37760291691670533,0.3027983331904541,om
0.6561335310065568,0.7565905044295081,0.48,0.5,0.7274866461737677,0.4090860531540974,0.29045697342295135,om
0.5824093241938775,0.7113730538714285,0.48,0.5,0.6534715141918374,0.34655440548367356,0.3962176219346942,om
0.6275011659595892,0.6974965021212324,0.48,0.5,0.6325081617171243,0.40000466383835676,0.28624708510102703,om
0.6284408734400169,0.6393547593598986,0.48,0.5,0.5791532754000634,0.4268145855600888,0.33,om
0.6210987171493485,0.6057166770584689,0.48,0.5,0.6653820400908796,0.39659230289609126,0.3022532071266287,om
0.6248808253099891,0.7244900137543043,0.48,0.5,0.5567683081171088,0.3448808253099892,0.32362250343857607,om
0.5426973641311222,0.7948684239125852,0.48,0.5,0.6670394836940481,0.36739035326048763,0.36739035326048763,om
0.6375132296533438,0.7912698444800157,0.48,0.5,0.615467380337818,0.4262963037867034,0.3483421531022292,om
0.6783737267528305,0.8471774800738546,0.48,0.5,0.7196638064574119,0.5388037533210243,0.36043002656819384,om
0.6273735622707024,0.7760603434060536,0.48,0.5,0.576598655371026,0.39080746794745846,0.34158237484713494,om
0.6706291759990373,0.832135300012034,0.48,0.5,0.7409437639985559,0.5352811800072205,0.36496659200770176,om
0.6711082757773448,0.8363981037236297,0.48,0.5,0.7383375863339829,0.536952241612302,0.36972293105566384,om
0.6761457127477498,0.7908342980180022,0.48,0.5,0.8014571274774973,0.48468858527025244,0.30854287252250273,om
0.6730351543446433,0.842601560866837,0.48,0.5,0.732628910877295,0.5395664065221939,0.36653125217755056,om
0.7092796461515278,0.8283191743535648,0.48,0.5,0.7082415923181249,0.48903952820203705,0.2797598820505093,om
0.7477659916834497,0.7912761164317034,0.48,0.5,0.7719157837696937,0.561063966733799,0.29776599168344975,om
0.7460360208639515,0.8154957079046793,0.48,0.5,0.7269365424627384,0.5541440834558059,0.2960360208639515,om
0.72841272188454,0.8858377711922155,0.48,0.5,0.5828747534616222,0.519056459557621,0.3002998027692978,om
0.6275541528561162,0.7702547917570571,0.48,0.5,0.5181019167028228,0.3570063890094095,0.32459872219811814,om
0.7116389277844526,0.8672756859051377,0.48,0.5,0.5569102743620551,0.48636758120685025,0.2987264837586299,om
0.6898511711393392,0.7829860659917913,0.48,0.5,0.7956697298729738,0.46313489485245224,0.27328372371311305,om
0.7012479695705498,0.8552861187352498,0.48,0.5,0.5521144474940999,0.4703814916469998,0.3019237016706,om
0.7419234119246193,0.8788424688291875,0.48,0.5,0.5898752565543997,0.53,0.284229764226142,om
0.5436019376892115,0.8196553381455866,0.48,0.5,0.7039077697573558,0.39609223024264417,0.3703446618544135,om
0.7166321765224345,0.848911882318377,0.48,0.5,0.8310363824652748,0.562176235363246,0.281088117681623,om
0.7113029243144497,0.84,0.48,0.5,0.8226058486288994,0.5675352828762998,0.3149294342474004,om
0.6597587365128059,0.5502547881153246,0.48,0.5,0.684396841282015,0.544879368256403,0.325120631743597,om
0.7236881924994343,0.727110240624293,0.48,0.5,0.7313307218728788,0.4779086737480202,0.33946771125084846,om
0.6761030954806151,0.76,0.7361759356672011,0.5,0.800441238192246,0.5798529206025846,0.40838212662843126,om
0.7758707055065951,0.6910114519824131,0.48,0.5,0.83,0.42339933546262776,0.2913764314978016,om
0.6165105025046944,0.7369789949906113,0.48,0.5,0.5311591331402568,0.3348828768785208,0.32023424624295843,om
0.698679845280969,0.6442490330060565,0.48,0.5,0.7895296518821804,0.43122926508460296,0.22735969056193808,om
0.6614180723141663,0.5328361446283326,0.48,0.5,0.6913996988639574,0.49718222882187635,0.29574578305750104,om
0.7696558919612239,0.570086027009694,0.48,0.5,0.8795268514466827,0.5293978109321418,0.20004301350484704,om
0.6816880321661237,0.6938995979234535,0.48,0.5,0.7575320482491856,0.4523397587540722,0.2764957426710103,om
0.671893761049232,0.6052078428853881,0.48,0.5,0.732396078557306,0.439526559737692,0.32189376104923206,om
0.7155725351562545,0.7895038730468908,0.48,0.5,0.8499007746093782,0.561244295703131,0.28855725351562544,om
0.6439432784308454,0.5213723764694023,0.48,0.5,0.7946477594769485,0.46394327843084543,0.2823238797384743,om
0.7490898513529033,0.5580513436302303,0.48,0.5,0.8665577615840092,0.5180513436302304,0.21194865636976956,om
0.6129742255414726,0.711335067960856,0.48,0.5,0.5516391575806167,0.3478453532488357,0.32256443614631847,om
0.7055253976569272,0.5331573700896727,0.48,0.5,0.8385520413508818,0.4931573700896727,0.23684262991032734,om
0.7448255057218236,0.8469194370599407,0.48,0.5,0.6198635591255102,0.53,0.27552348283452927,om
0.7681592955277752,0.575706183863897,0.48,0.5,0.8772389432916627,0.5294477886583325,0.20092035223611243,om
0.7196323152806458,0.61835297733058,0.48,0.5,0.8477646817796133,0.4997793891683875,0.23626473299793507,om
0.772897573512147,0.6018733086336178,0.48,0.5,0.8655121324392646,0.49233154434208815,0.2260781616093236,om
0.6879332661847083,0.6511553764925554,0.48,0.5,0.7167778896921528,0.40793326618470827,0.31586653236941653,om
0.6809676656025712,0.6325804416068564,0.48,0.5,0.7283872239957148,0.4009676656025712,0.3019353312051423,om
0.6849215380465477,0.6103138478138094,0.48,0.5,0.7496861521861906,0.39507846195345236,0.25570615758107124,om
0.6998382349023343,0.6399191174511671,0.48,0.5,0.7498382349023343,0.4,0.2980161765097666,om
0.7668313222775525,0.572112451814965,0.48,0.5,0.8747188704625875,0.5254230210675758,0.20352075302494177,om
0.720249709763192,0.720749129289576,0.48,0.5,0.730249709763192,0.54,0.189500580473616,om
0.7059297004969057,0.809203113859795,0.48,0.5,0.7451328143567009,0.54,0.25707808415258193,om
0.7384427198416574,0.7763663462972008,0.48,0.5,0.7463663462972008,0.534289972752744,0.16090096110839774,om
0.7417955376901548,0.7755111557746128,0.48,0.5,0.7535910753803098,0.5337156180844579,0.1562843819155421,om
0.6457911333311115,0.581582266662223,0.48,0.5,0.6983453904768252,0.3382730476158736,0.2682730476158736,om
0.697949758949731,0.6376985536983861,0.48,0.5,0.7342260847262104,0.40589951789946205,0.2696231921229827,om
0.697255492314228,0.6335329538853685,0.48,0.5,0.7373502845859736,0.4045109846284562,0.26441619235671066,om
0.6968788603447499,0.7526437038795626,0.48,0.5,0.6996817094828751,0.46608313405193763,0.3632802849138125,om
0.6786793912151565,0.7225282435139373,0.48,0.5,0.6267549650657662,0.39867939121515655,0.350603817364547,om
0.5738532593550205,0.7816561792868314,0.48,0.5,0.7086624717147325,0.39417191035658433,0.3743312358573663,om
0.7055309641289399,0.7174483931184334,0.48,0.5,0.703834857978987,0.43297935724737335,0.3465928923868198,om
0.7037245498067098,0.7204590836554835,0.48,0.5,0.7134690676975474,0.4341836334621934,0.3411736494201296,om
0.6699212100252048,0.76,0.5455121348361696,0.5,0.8311810587720541,0.46763788245589183,0.3014962186712354,om
0.6609659234020209,0.44951703829898954,0.48,0.5,0.5245525872292944,0.7404829617010105,0.7678622212757579,imU
0.736634776402171,0.43663477640217097,0.48,0.5,0.6638623136684758,0.7907934705027138,0.7775239176983718,imU
0.7171383268293796,0.4171383268293797,0.48,0.5,0.6437043190246353,0.7625596497563872,0.7837043190246353,imU
0.7875941825029305,0.3907534600234432,0.48,0.5,0.6383476425263737,0.8003767300117216,0.8203767300117216,imU
0.6745171672642964,0.41679310780798257,0.48,0.5,0.6056551375361395,0.7964137843840349,0.8164137843840349,imU
0.8035569489705788,0.4218252877352735,0.48,0.5,0.6288455591764631,0.7573556948970579,0.7873556948970579,imU
0.8554928355867711,0.40352149323968656,0.48,0.5,0.5990143288264577,0.8704689542093417,0.8834737304848276,imU
0.6139781118341727,0.3235693565678418,0.48,0.5,0.6280109440829137,0.7476021888165827,0.77,imU
0.6978654921771843,0.4281492959583096,0.48,0.5,0.59,0.746940140156339,0.7760147881354938,imU
0.6639287016569032,0.4647617311241291,0.48,0.5,0.6117260819525807,0.7313095672189677,0.7656547836094839,imU
0.6985478036743392,0.5154780367433921,0.48,0.5,0.6840258404177313,0.8425736440920705,0.8554780367433921,imU
0.7376069199738996,0.4091185125244692,0.48,0.5,0.518942215029363,0.7872543249836872,0.7196474050097876,imU
0.7106620783374433,0.42611493471879724,0.6175190642150983,0.5,0.4864459738875189,0.7909094287237292,0.7105783895550075,imU
0.6820018703778983,0.4247988777732611,0.48,0.5,0.6111973814709425,0.6688026185290575,0.6712004987674396,imU
0.78,0.33838178293590115,0.48,0.5,0.5608562367971986,0.7669520789323996,0.7816182170640988,imU
0.6784275776015213,0.45188690687817445,0.48,0.5,0.6174004637859567,0.7361425258671738,0.7696855155203043,imU
0.7171269121006199,0.4028730878993801,0.48,0.5,0.6126057600838499,0.72191539193292,0.7564365439496901,imU
0.7943208531385965,0.4537171670395711,0.48,0.5,0.6941699316138401,0.8083398632276803,0.7203018430495126,imU
0.6879472554586217,0.37,0.48,0.5,0.5624340693232771,0.6534604415939662,0.6934604415939662,imU
