id_protein,feature1,feature2,feature3,feature4,feature5,feature6,feature7,class_label
P0668,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0669,0.7774026166949307,0.5168004757627147,0.48,0.5,0.5332998810593214,0.5991971454237119,0.49519476661013856,imS
P0670,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0671,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0672,0.6946585172961622,0.5017560940538477,0.48,0.5,0.5370609764865382,0.6894634356769139,0.6606829654076755,imS
P0673,0.7657715463810297,0.5146857357056418,0.48,0.5,0.5338285660735896,0.6118855857661494,0.5184569072379406,imS
P0674,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0675,0.6323383007184715,0.49042514558517664,0.48,0.5,0.5398937136037059,0.7574491264889402,0.785323398563057,imS
P0676,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0677,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0678,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0679,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0680,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0681,0.8085267054878351,0.5224594009977882,0.48,0.5,0.531885149750553,0.5652435940132707,0.4329465890243296,imS
P0682,0.8329976937832357,0.526908671596952,0.48,0.5,0.5307728321007621,0.5385479704182883,0.3840046124335285,imS
P0683,0.8241462539984504,0.5252993189088092,0.48,0.5,0.5311751702727977,0.548204086547145,0.40170749200309913,imS
P0684,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0685,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0686,0.70613962089884,0.5038435674361527,0.48,0.5,0.5365391081409618,0.6769385953830838,0.6377207582023202,imS
P0687,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0688,0.733888544198117,0.5088888262178395,0.48,0.5,0.5352777934455402,0.6466670426929633,0.582222911603766,imS
P0689,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0690,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0691,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0692,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0693,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0694,0.7435394619309227,0.510643538532895,0.48,0.5,0.5348391153667763,0.6361387688026298,0.5629210761381546,imS
P0695,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0696,0.6630960412754934,0.49601746205008973,0.48,0.5,0.5384956344874776,0.7238952276994617,0.7238079174490132,imS
P0697,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0698,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0699,0.6740499243997284,0.498009077163587,0.48,0.5,0.5379977307091033,0.7119455370184781,0.7019001512005432,imS
P0700,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0701,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0702,0.6732226312933046,0.4978586602351463,0.48,0.5,0.5380353349412135,0.7128480385891223,0.7035547374133908,imS
P0703,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0704,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0705,0.8082573010328523,0.5224104183696096,0.48,0.5,0.5318973954075976,0.5655374897823429,0.4334853979342953,imS
P0706,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0707,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0708,0.6731539024145539,0.4978461640753734,0.48,0.5,0.5380384589811567,0.7129230155477594,0.7036921951708923,imS
P0709,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0710,0.7277298923753551,0.5077690713409737,0.48,0.5,0.5355577321647567,0.653385571954158,0.5945402152492898,imS
P0711,0.7956110853822664,0.5201111064331394,0.48,0.5,0.5324722233917152,0.579333361401164,0.45877782923546717,imS
P0712,0.7497940964559994,0.5117807448101818,0.48,0.5,0.5345548137974546,0.6293155311389098,0.5504118070880012,imS
P0713,0.6640696833421971,0.49619448788039944,0.48,0.5,0.5384513780299002,0.7228330727176032,0.721860633315606,imS
P0714,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0715,0.6493113353861899,0.49351115188839817,0.48,0.5,0.5391222120279004,0.738933088669611,0.7513773292276202,imS
P0716,0.72,0.42,0.48,0.5,0.65,0.77,0.79,imU
P0717,0.79,0.41,0.48,0.5,0.66,0.81,0.83,imU
P0718,0.83,0.48,0.48,0.5,0.65,0.76,0.79,imU
P0719,0.69,0.43,0.48,0.5,0.59,0.74,0.77,imU
P0720,0.79,0.36,0.48,0.5,0.46,0.82,0.7,imU
P0721,0.78,0.33,0.48,0.5,0.57,0.77,0.79,imU
P0722,0.75,0.37,0.48,0.5,0.64,0.7,0.74,imU
P0723,0.59,0.29,0.48,0.5,0.64,0.75,0.77,imU
P0724,0.67,0.37,0.48,0.5,0.54,0.64,0.68,imU
P0725,0.66,0.48,0.48,0.5,0.54,0.7,0.74,imU
P0726,0.64,0.46,0.48,0.5,0.48,0.73,0.76,imU
P0727,0.76,0.71,0.48,0.5,0.5,0.71,0.75,imU
P0728,0.84,0.49,0.48,0.5,0.55,0.78,0.74,imU
P0729,0.77,0.55,0.48,0.5,0.51,0.78,0.74,imU
P0730,0.81,0.44,0.48,0.5,0.42,0.67,0.68,imU
P0731,0.58,0.6,0.48,0.5,0.59,0.73,0.76,imU
P0732,0.63,0.42,0.48,0.5,0.48,0.77,0.8,imU
P0733,0.62,0.42,0.48,0.5,0.58,0.79,0.81,imU
P0734,0.78,0.44,0.48,0.5,0.45,0.73,0.68,imU
P0735,0.86,0.39,0.48,0.5,0.59,0.89,0.9,imU
P0736,0.81,0.53,0.48,0.5,0.57,0.87,0.88,imU
P0737,0.87,0.49,0.48,0.5,0.61,0.76,0.79,imU
P0738,0.47,0.46,0.48,0.5,0.62,0.74,0.77,imU
P0739,0.76,0.41,0.48,0.5,0.5,0.59,0.62,imU
P0740,0.7,0.53,0.48,0.5,0.7,0.86,0.87,imU
P0741,0.64,0.45,0.48,0.5,0.67,0.61,0.66,imU
P0742,0.81,0.52,0.48,0.5,0.57,0.78,0.8,imU
P0743,0.73,0.26,0.48,0.5,0.57,0.75,0.78,imU
P0744,0.49,0.61,1.0,0.5,0.56,0.71,0.74,imU
P0745,0.88,0.42,0.48,0.5,0.52,0.73,0.75,imU
P0746,0.84,0.54,0.48,0.5,0.75,0.92,0.7,imU
P0747,0.63,0.51,0.48,0.5,0.64,0.72,0.76,imU
P0748,0.57,0.38,0.48,0.5,0.06,0.49,0.33,imU
P0749,0.86,0.55,0.48,0.5,0.63,0.81,0.83,imU
P0750,0.79,0.54,0.48,0.5,0.5,0.66,0.68,imU
P0751,0.62,0.42,0.48,0.5,0.58,0.79,0.81,imU
P0752,0.7450068720585705,0.3425377963221381,0.48,0.5,0.622524052204997,0.7124828198535735,0.7499862558828588,imU
P0753,0.8369765070603927,0.5361859042362357,0.48,0.5,0.6023718084724712,0.7961859042362357,0.8161859042362356,imU
P0754,0.6382846982035307,0.4531387928141227,0.48,0.5,0.48,0.7368612071858772,0.7668612071858772,imU
P0755,0.57,0.38,0.48,0.5,0.06,0.49,0.33,imU
P0756,0.7866572826526115,0.38325826122089146,0.48,0.5,0.6299155438735029,0.7966291306104458,0.8166291306104457,imU
P0757,0.66,0.48,0.48,0.5,0.54,0.7,0.74,imU
P0758,0.4812548970368788,0.47432441441057305,0.48,0.5,0.6169304826263058,0.7389768275421019,0.768976827542102,imU
P0759,0.77,0.55,0.48,0.5,0.51,0.78,0.74,imU
P0760,0.6146857711353994,0.28471019189955726,0.48,0.5,0.6276571144323003,0.75,0.7717632693668143,imU
P0761,0.8386933339674041,0.44965866489126854,0.48,0.5,0.5814773335869616,0.8814773335869617,0.8914773335869617,imU
P0762,0.76,0.41,0.48,0.5,0.5,0.59,0.62,imU
P0763,0.7911197647890792,0.5344011760546042,0.48,0.5,0.49552094084368337,0.6605598823945396,0.68,imU
P0764,0.7945159338795661,0.535484066120434,0.48,0.5,0.5045159338795661,0.6708382413109585,0.6854191206554793,imU
P0765,0.59,0.29,0.48,0.5,0.64,0.75,0.77,imU
P0766,0.5519824687933406,0.5643413239187972,0.48,0.5,0.5976411448745435,0.7325470482915145,0.7625470482915145,imU
P0767,0.8794937934685004,0.42354344572049735,0.48,0.5,0.5245558587834966,0.7315186195944988,0.7520248261259985,imU
P0768,0.79,0.54,0.48,0.5,0.5,0.66,0.68,imU
P0769,0.687960685616168,0.26900842451082113,0.48,0.5,0.591019657191916,0.75,0.7769971918297263,imU
P0770,0.6365840552057056,0.4463362208228223,0.48,0.5,0.48,0.7436637791771776,0.7736637791771777,imU
P0771,0.73,0.26,0.48,0.5,0.57,0.75,0.78,imU
P0772,0.7921254991161575,0.42927529946969445,0.48,0.5,0.4485992014141481,0.6414007985858519,0.6585505989393889,imU
P0773,0.685523848541409,0.398240607664433,0.48,0.5,0.3275289124116841,0.55080202554811,0.506325874089519,imU
P0774,0.8675177036291649,0.5048937782250107,0.48,0.5,0.6149645927416703,0.7724114818541756,0.7999291854833405,imU
P0775,0.8442135108651987,0.5028932445674007,0.48,0.5,0.5928090072434657,0.7685954963782672,0.7942977481891336,imU
P0776,0.7625854351487549,0.4138781527231322,0.48,0.5,0.4935364121281129,0.6080980460412839,0.6277563054462645,imU
P0777,0.692080453752169,0.427919546247831,0.48,0.5,0.5917337114601408,0.7386130308318873,0.7689597731239155,imU
P0778,0.859165189798166,0.4564609178532094,0.48,0.5,0.5356261076513755,0.7560435127522924,0.7447912974495415,imU
P0779,0.81,0.52,0.48,0.5,0.57,0.78,0.8,imU
P0780,0.8414294112491757,0.4277141177501649,0.48,0.5,0.49300058787442297,0.73,0.723000587874423,imU
P0781,0.8719395765645811,0.43151489062202697,0.48,0.5,0.5257574453110135,0.7357574453110135,0.7557574453110135,imU
P0782,0.7726041889191996,0.6621040821070416,0.48,0.5,0.5176458644868794,0.7276458644868794,0.7626041889191996,imU
P0783,0.8120405165931095,0.5179594834068906,0.48,0.5,0.5686396556045936,0.78,0.7959189668137812,imU
P0784,0.6841335265169946,0.43351988408980324,0.48,0.5,0.577093758337388,0.7388267053033989,0.7688267053033989,imU
P0785,0.7850824615242719,0.42504947691456313,0.48,0.5,0.459868061561165,0.630131938438835,0.6500989538291263,imU
P0786,0.6813728041798375,0.4443786597002709,0.48,0.5,0.5756213402997291,0.7284970722397832,0.7613728041798374,imU
P0787,0.7706437595449314,0.5496781202275344,0.48,0.5,0.5096781202275343,0.776137442730412,0.738068721365206,imU
P0788,0.86,0.39,0.48,0.5,0.59,0.89,0.9,imU
P0789,0.6339392624110218,0.5190911063834673,0.48,0.5,0.5562879609931114,0.7097727765958668,0.7465151843972445,imU
P0790,0.808942168655161,0.44314879514653177,0.48,0.5,0.6552644578362098,0.7863222891810487,0.811057831344839,imU
P0791,0.7731725378199478,0.4179035226919686,0.48,0.5,0.4789239394880836,0.6110760605119164,0.6358070453839373,imU
P0792,0.8548187349043497,0.5468912409426099,0.48,0.5,0.6237824818852196,0.8068912409426099,0.8268912409426098,imU
P0793,0.76,0.41,0.48,0.5,0.5,0.59,0.62,imU
P0794,0.8235115376108204,0.38234102507388024,0.48,0.5,0.48234102507388027,0.7864884623891796,0.7186175208949002,imU
P0795,0.6098881552918374,0.6182649837894562,0.48,0.5,0.5750559223540813,0.7266790938564625,0.7583395469282312,imU
P0796,0.4900557852179231,0.46626743288060096,0.48,0.5,0.6225069731522404,0.7374930268477596,0.7687465134238798,imU
P0797,0.6221141147511069,0.42,0.48,0.5,0.5588588524889313,0.7857717704977863,0.8078858852488932,imU
P0798,0.7552194094455165,0.3630407874059781,0.48,0.5,0.6278213779604617,0.7121786220395383,0.7486990157425274,imU
P0799,0.8151690460218504,0.45404583053823816,0.48,0.5,0.6537077384945374,0.778538692472687,0.8048309539781496,imU
P0800,0.6495917911788014,0.4695917911788014,0.48,0.5,0.5087753735364041,0.7156123132317979,0.7504082088211986,imU
P0801,0.8262397072109143,0.4353600836540245,0.48,0.5,0.44319958172987756,0.6839197490379265,0.6962397072109143,imU
P0802,0.8020100919632638,0.43101766093571164,0.48,0.5,0.6569974770091841,0.7949873850459203,0.8179899080367362,imU
P0803,0.7636723814339695,0.6512418970564873,0.48,0.5,0.5036723814339695,0.7357066700377868,0.7463276185660305,imU
P0804,0.66,0.48,0.48,0.5,0.54,0.7,0.74,imU
P0805,0.7851212560823816,0.3709700486590525,0.48,0.5,0.616091304741434,0.7904850243295263,0.8104850243295263,imU
P0806,0.7455070155041666,0.3744929844958334,0.48,0.5,0.6362558462534722,0.7029953229972222,0.7422464922479167,imU
P0807,0.8054706980761953,0.4055798005496585,0.48,0.5,0.6445293019238048,0.827680797801366,0.8454706980761952,imU
P0808,0.7,0.53,0.48,0.5,0.7,0.86,0.87,imU
P0809,0.7421055080581166,0.3265802943196412,0.48,0.5,0.612369278203408,0.7197362298547085,0.7557889838837668,imU
P0810,0.7156748542223752,0.42144171525920826,0.48,0.5,0.6413497084447505,0.7656748542223752,0.7871165694815835,imU
P0811,0.625224308556783,0.4670187770110468,0.48,0.5,0.6113458513406979,0.7534298401025191,0.7838784572160852,imU
P0812,0.7995093071358386,0.44,0.48,0.5,0.43049069286416153,0.6909813857283231,0.68,imU
P0813,0.6148115546552486,0.3870755086297761,0.48,0.5,0.16377412657004953,0.5135850287659204,0.398396583421169,imU
P0814,0.7778910442496831,0.5460544778751585,0.48,0.5,0.5060544778751584,0.7326537345019015,0.7163268672509507,imU
P0815,0.7177918346290024,0.4022081653709976,0.48,0.5,0.6131598621908354,0.7214721102473317,0.7561040826854988,imU
P0816,0.7512578855600114,0.3683228192533181,0.48,0.5,0.6370649336933067,0.7029350663066932,0.7420964759333524,imU
P0817,0.8118411176688074,0.44822195592041286,0.48,0.5,0.6545397205827982,0.7826986029139908,0.8081588823311926,imU
P0818,0.8112651130138476,0.5187348869861524,0.48,0.5,0.5691565913241016,0.78,0.7974697739723049,imU
P0819,0.8131665316083039,0.5168334683916962,0.48,0.5,0.5678889789277974,0.78,0.7936669367833925,imU
P0820,0.8224497397674141,0.43151005204651716,0.48,0.5,0.4797148178371899,0.73,0.7097148178371899,imU
P0821,0.79,0.54,0.48,0.5,0.5,0.66,0.68,imU
P0822,0.6446372552403158,0.44927451048063155,0.48,0.5,0.5092745104806315,0.7358464044392632,0.7707254895193685,imU
P0823,0.7630409907462271,0.35261201233836387,0.48,0.5,0.6095710215921368,0.7304289784078632,0.7617349845770451,imU
P0824,0.6575855303213867,0.27551738635970285,0.48,0.5,0.6062072348393066,0.75,0.7748275378800991,imU
P0825,0.8586473784164124,0.4057649189442749,0.48,0.5,0.505764918944275,0.7513526215835876,0.7381374324535624,imU
P0826,0.6217774535839865,0.5025192749706981,0.48,0.5,0.5134080017626914,0.73,0.76,imU
P0827,0.7831584930483544,0.3552679443868352,0.48,0.5,0.5984264374351895,0.7826339721934177,0.8026339721934176,imU
P0828,0.8446260351272884,0.5026869824363558,0.48,0.5,0.5930840234181922,0.7684579882909038,0.794228994145452,imU
P0829,0.7879600791109808,0.5410199604445096,0.48,0.5,0.5010199604445096,0.6722395253341157,0.6861197626670579,imU
P0830,0.8367011707452663,0.5202070244715981,0.48,0.5,0.7170117074526634,0.8672187319242616,0.7296894632926029,imU
P0831,0.8192769648986973,0.533710785959479,0.48,0.5,0.5811323578784366,0.8588676421215633,0.8707230351013028,imU
P0832,0.7663869067314354,0.419580360097153,0.48,0.5,0.48403273317141166,0.6347083471200474,0.639160720194306,imU
P0833,0.87,0.49,0.48,0.5,0.61,0.76,0.79,imU
P0834,0.7736505933987183,0.33846587546837564,0.48,0.5,0.5848152820696573,0.7551847179303427,0.7794176556645305,imU
P0835,0.8272244248590617,0.49539367877276913,0.48,0.5,0.5576968393863846,0.7676968393863846,0.7876968393863846,imU
P0836,0.8639687554019362,0.4480546780466117,0.48,0.5,0.5320234334485479,0.7500390557475798,0.745992188850484,imU
P0837,0.8733626108363194,0.43161543103644107,0.48,0.5,0.5249780418727605,0.7382967364546008,0.7483406527090798,imU
P0838,0.47,0.46,0.48,0.5,0.62,0.74,0.77,imU
P0839,0.64,0.46,0.48,0.5,0.48,0.73,0.76,imU
P0840,0.86,0.55,0.48,0.5,0.63,0.81,0.83,imU
P0841,0.8268749063682778,0.36515617977620835,0.48,0.5,0.5817187265920694,0.8403123595524167,0.8544529962563819,imU
P0842,0.8271436027100677,0.5010197691056563,0.48,0.5,0.5426534872628959,0.78,0.74,imU
P0843,0.8669523668900688,0.44283335794237955,0.48,0.5,0.5297857248324485,0.746309541387414,0.7467380917225171,imU
P0844,0.8182269665910742,0.515886516704463,0.48,0.5,0.5754846443940493,0.7772576778029753,0.7986288389014877,imU
P0845,0.856669102378103,0.40444606825206864,0.48,0.5,0.5044460682520686,0.753330897621897,0.7370383902100572,imU
P0846,0.6307720135594345,0.44154402711886886,0.48,0.5,0.5261399322028278,0.7576839593216967,0.783069966101414,imU
P0847,0.86,0.55,0.48,0.5,0.63,0.81,0.83,imU
P0848,0.7642644581920471,0.3509807224106038,0.48,0.5,0.6067162642185566,0.7332837357814433,0.7637740969867453,imU
P0849,0.6489014720740809,0.42626274113578444,0.48,0.5,0.6314269543456498,0.6189014720740809,0.6659343147160539,imU
P0850,0.72,0.42,0.48,0.5,0.65,0.77,0.79,imU
P0851,0.57,0.38,0.48,0.5,0.06,0.49,0.33,imU
P0852,0.7665726278874327,0.3479031628167564,0.48,0.5,0.6013305349293236,0.7386694650706763,0.7676210464790546,imU
P0853,0.7655310938274066,0.621502498761495,0.48,0.5,0.5055310938274066,0.748717656791846,0.7444689061725934,imU
P0854,0.6253130676590398,0.43062613531807975,0.48,0.5,0.5534346617048006,0.7740607970228804,0.7967173308524004,imU
P0855,0.79,0.54,0.48,0.5,0.5,0.66,0.68,imU
P0856,0.6453025178761169,0.42361464541087385,0.48,0.5,0.5836146454108738,0.7719267729456307,0.7955414183565046,imU
P0857,0.6272337252106714,0.4851035268960433,0.48,0.5,0.6234023512640289,0.7393639235252997,0.7738313739466426,imU
P0858,0.725838339659168,0.41026943390138665,0.48,0.5,0.6480538867802773,0.7563772074619413,0.7802694339013867,imU
P0859,0.56,0.68,0.48,0.5,0.77,0.36,0.45,om
P0860,0.65,0.51,0.48,0.5,0.66,0.54,0.33,om
P0861,0.78,0.68,0.48,0.5,0.83,0.4,0.29,om
P0862,0.52,0.81,0.48,0.5,0.72,0.38,0.38,om
P0863,0.64,0.57,0.48,0.5,0.7,0.33,0.26,om
P0864,0.63,0.69,0.48,0.5,0.65,0.41,0.28,om
P0865,0.6,0.76,1.0,0.5,0.77,0.59,0.52,om
P0866,0.67,0.88,0.48,0.5,0.73,0.5,0.25,om
P0867,0.61,0.75,0.48,0.5,0.51,0.33,0.33,om
P0868,0.67,0.84,0.48,0.5,0.74,0.54,0.37,om
P0869,0.74,0.9,0.48,0.5,0.57,0.53,0.29,om
P0870,0.73,0.84,0.48,0.5,0.86,0.58,0.29,om
P0871,0.75,0.76,0.48,0.5,0.83,0.57,0.3,om
P0872,0.69,0.59,0.48,0.5,0.77,0.39,0.21,om
P0873,0.63,0.49,0.48,0.5,0.79,0.45,0.28,om
P0874,0.77,0.57,0.48,0.5,0.88,0.53,0.2,om
P0875,0.68,0.63,0.48,0.5,0.73,0.4,0.3,om
P0876,0.74,0.78,0.48,0.5,0.75,0.54,0.15,om
P0877,0.71,0.71,0.48,0.5,0.68,0.43,0.36,om
P0878,0.68,0.76,0.48,0.5,0.84,0.45,0.27,om
P0879,0.6335602598276528,0.49356025982765284,0.48,0.5,0.7668583111202567,0.4660211692244377,0.2889006495691321,om
P0880,0.6222823912875113,0.7131528261374661,0.48,0.5,0.5959767390125789,0.3791295651500451,0.29929402178122183,om
P0881,0.6324588401243024,0.6678704388812784,0.48,0.5,0.6512294200621512,0.4259824608079656,0.286147100310756,om
P0882,0.68,0.76,0.48,0.5,0.84,0.45,0.27,om
P0883,0.6751425588901333,0.8182892933184003,0.48,0.5,0.7865681477914664,0.47428720554933346,0.26028511778026664,om
P0884,0.61,0.75,0.48,0.5,0.51,0.33,0.33,om
P0885,0.6088623403175076,0.7701283889342945,0.9341654719270858,0.5,0.7662018541496396,0.5836697569160659,0.5010092707481978,om
P0886,0.7083738223262275,0.805398115721964,0.48,0.5,0.851349528930491,0.5237719380481914,0.281349528930491,om
P0887,0.63,0.49,0.48,0.5,0.79,0.45,0.28,om
P0888,0.7293524792460986,0.84,0.48,0.5,0.8587049584921973,0.5795683194973991,0.2908633610052018,om
P0889,0.7329215876269167,0.7901120176758333,0.48,0.5,0.7479775964648333,0.5359551929296668,0.1601120176758333,om
P0890,0.5780723833859392,0.8216144766771879,0.48,0.5,0.7277429844514586,0.44194387561166854,0.3761285077742707,om
P0891,0.71,0.71,0.48,0.5,0.68,0.43,0.36,om
P0892,0.612497939722087,0.76,0.9566738089634317,0.5,0.7749991758888348,0.588333608037055,0.5016696884076057,om
P0893,0.6356723731034073,0.5353789848272587,0.48,0.5,0.738948642069334,0.381931522759112,0.26865525379318533,om
P0894,0.67,0.88,0.48,0.5,0.73,0.5,0.25,om
P0895,0.6760529264392479,0.5667548773987464,0.48,0.5,0.7746490245202508,0.4039470735607521,0.22627158582087747,om
P0896,0.764960766130411,0.664960766130411,0.48,0.5,0.8199738440869406,0.39832897401449013,0.2766317921159208,om
P0897,0.6953752973884756,0.7651250991294919,0.48,0.5,0.8169370539172867,0.4730629460827134,0.23924940522304888,om
P0898,0.5240927300145473,0.8072715133236352,0.48,0.5,0.710450296632723,0.3777262611030293,0.3777262611030293,om
P0899,0.677199627892843,0.8697148172959386,0.48,0.5,0.7320570365408123,0.5041140730816246,0.23971481729593852,om
P0900,0.7090391201000777,0.76,0.48,0.5,0.8358515542714174,0.4997813487429903,0.2824453371857476,om
P0901,0.7733356185395176,0.6066918039346931,0.48,0.5,0.8633219073024122,0.4866369589862718,0.230020566855658,om
P0902,0.61,0.75,0.48,0.5,0.51,0.33,0.33,om
P0903,0.6839186583551891,0.870720894429874,0.48,0.5,0.7601570931029096,0.518558211140252,0.259279105570126,om
P0904,0.6329528464356822,0.6634243820788608,0.48,0.5,0.651476423217841,0.4291935018319339,0.2873821160892054,om
P0905,0.6308376902054232,0.6799477175349214,0.48,0.5,0.6541884510271161,0.4032984783566143,0.2783246195891536,om
P0906,0.7185451513871536,0.6492725756935768,0.48,0.5,0.7685451513871535,0.4,0.2961454848612846,om
P0907,0.56,0.68,0.48,0.5,0.77,0.36,0.45,om
P0908,0.7009413731370413,0.7394405373046156,0.48,0.5,0.693587940294438,0.4549112238731363,0.36226465671573965,om
P0909,0.655139798740968,0.5305591949638719,0.48,0.5,0.6719928637289253,0.5160142725421495,0.32486020125903203,om
P0910,0.68,0.63,0.48,0.5,0.73,0.4,0.3,om
P0911,0.6723087080099288,0.8767018457001017,0.48,0.5,0.7306596308599796,0.5013192617199593,0.24670184570010167,om
P0912,0.63,0.69,0.48,0.5,0.65,0.41,0.28,om
P0913,0.6691439856244421,0.5552399760407368,0.48,0.5,0.7769520047918527,0.41085601437555785,0.2343320167714842,om
P0914,0.6595052853733687,0.7301978858506525,0.48,0.5,0.5941589851347269,0.3795052853733687,0.3448515856120106,om
P0915,0.7036556635552501,0.693081769480667,0.48,0.5,0.6905738940745831,0.42365566355525014,0.3473113271105003,om
P0916,0.6494347072516102,0.6666783512980677,0.48,0.5,0.6810955316025763,0.40611305854967794,0.2877738829006441,om
P0917,0.63,0.69,0.48,0.5,0.65,0.41,0.28,om
P0918,0.6797124500701398,0.5728540834502329,0.48,0.5,0.7734291833099535,0.4002875499298602,0.2220021415848369,om
P0919,0.6745580871740517,0.6365302953911379,0.48,0.5,0.7212929394784827,0.4010883825651897,0.2978232348696207,om
P0920,0.7214278455142404,0.8457147696571731,0.48,0.5,0.8414269986141876,0.5685704606856539,0.28428523034282693,om
P0921,0.56,0.68,0.48,0.5,0.77,0.36,0.45,om
P0922,0.6337120384203251,0.5003937075769104,0.48,0.5,0.7855455538956099,0.4462879615796749,0.2814848153681301,om
P0923,0.6965135727684068,0.76,0.48,0.5,0.8376409181759419,0.4783089818886973,0.2770772454721743,om
P0924,0.75,0.76,0.48,0.5,0.83,0.57,0.3,om
P0925,0.78,0.68,0.48,0.5,0.83,0.4,0.29,om
P0926,0.7530656950705417,0.7015474439435667,0.48,0.5,0.8326934304929458,0.4134671524647292,0.28461313901410834,om
P0927,0.7072975085739357,0.8719692930633735,0.48,0.5,0.6494203363204419,0.5346717844894378,0.3273742759155021,om
P0928,0.709540488261619,0.84,0.48,0.5,0.8190809765232381,0.566360325507746,0.31727934898450794,om
P0929,0.71,0.71,0.48,0.5,0.68,0.43,0.36,om
P0930,0.68,0.76,0.48,0.5,0.84,0.45,0.27,om
P0931,0.6167285736968273,0.7298142789095181,0.48,0.5,0.5571000158777911,0.35691429478730924,0.31317856575793174,om
P0932,0.7421606837571986,0.6962168498183434,0.48,0.5,0.7489157509082827,0.41621684981834345,0.3278393162428014,om
P0933,0.72690179902924,0.835042878446784,0.48,0.5,0.858760719611696,0.5719446774760241,0.288760719611696,om
P0934,0.73,0.84,0.48,0.5,0.86,0.58,0.29,om
P0935,0.68,0.76,0.48,0.5,0.84,0.45,0.27,om
P0936,0.6671008571478088,0.6992752142869522,0.48,0.5,0.6639128214304283,0.4192752142869522,0.31710085714780883,om
P0937,0.6931779793571266,0.5931779793571266,0.48,0.5,0.7721186529047511,0.39035310881745855,0.21282487053966806,om
P0938,0.6347840201350975,0.4947840201350975,0.48,0.5,0.7589038691218664,0.4715280906079387,0.29196005033774375,om
P0939,0.7157003135235172,0.7719001045078391,0.48,0.5,0.7864495297147243,0.5035504702852757,0.19859937295296576,om
P0940,0.5804418801249862,0.7697054132500092,0.48,0.5,0.578968946375032,0.34642117770834097,0.34642117770834097,om
P0941,0.7412007237389557,0.795197105044177,0.48,0.5,0.8431989143915664,0.5743996381305221,0.29560036186947786,om
P0942,0.6840095199669896,0.76,0.48,0.5,0.8394272114332871,0.4568734628005534,0.27171836570013835,om
P0943,0.6883389072136291,0.6522370859030109,0.48,0.5,0.7161018213106182,0.4083389072136291,0.3166778144272582,om
P0944,0.5233875912458117,0.80630444591366,0.48,0.5,0.7178442601163016,0.38092388852158504,0.37692037159471664,om
P0945,0.7453146787501771,0.7693706424996459,0.48,0.5,0.7925174300014164,0.5559440362505311,0.22972018125265573,om
P0946,0.7204319700691295,0.7055291556846588,0.48,0.5,0.702354221576706,0.42552915568465877,0.3495680299308705,om
P0947,0.6389509388275505,0.5825887340693948,0.48,0.5,0.6947546941377521,0.3383924893795966,0.26209812234489915,om
P0948,0.6,0.76,1.0,0.5,0.77,0.59,0.52,om
P0949,0.74,0.9,0.48,0.5,0.57,0.53,0.29,om
P0950,0.7620240503595694,0.6877039784173274,0.48,0.5,0.791480107913363,0.4077039784173274,0.30797594964043057,om
P0951,0.67,0.8639558681996276,0.48,0.5,0.7340110329500931,0.5160441318003725,0.29813239540111725,om
P0952,0.7325981107292009,0.6325981107292009,0.48,0.5,0.7983987404861339,0.3947331234143557,0.24786498731484527,om
P0953,0.5885350056193231,0.7370700112386463,0.8509550730512014,0.5,0.77,0.5240762823111084,0.4999362598338156,om
P0954,0.7492987479120023,0.7628050083519907,0.48,0.5,0.8310518781319965,0.5703506260439988,0.29964937395600116,om
P0955,0.7426449064796794,0.7747101870406413,0.48,0.5,0.771159251837435,0.5479347194390382,0.18967359719519056,om
P0956,0.5893653446291331,0.7387306892582663,0.8617494801787311,0.5,0.77,0.5288507316175156,0.5013893531009831,om
